id_evidencia,id_reporte,tipo_evidencia,descripcion,hash_demo,estado_cadena_custodia_demo
EVD-00194-1,NEXO-147-00194,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00194-1,Validada
EVD-00195-1,NEXO-147-00195,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00195-1,Recibida
EVD-00195-2,NEXO-147-00195,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00195-2,Validada
EVD-00196-1,NEXO-147-00196,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00196-1,Validada
EVD-00196-2,NEXO-147-00196,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00196-2,Recibida
EVD-00196-3,NEXO-147-00196,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00196-3,Validada
EVD-00197-1,NEXO-147-00197,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00197-1,Validada
EVD-00197-2,NEXO-147-00197,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00197-2,Pendiente
EVD-00198-1,NEXO-147-00198,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00198-1,Validada
EVD-00198-2,NEXO-147-00198,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00198-2,Pendiente
EVD-00199-1,NEXO-147-00199,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00199-1,Recibida
EVD-00199-2,NEXO-147-00199,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00199-2,Pendiente
EVD-00199-3,NEXO-147-00199,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00199-3,Recibida
EVD-00200-1,NEXO-147-00200,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00200-1,Validada
EVD-00200-2,NEXO-147-00200,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00200-2,Recibida
EVD-00200-3,NEXO-147-00200,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00200-3,Validada
EVD-00200-4,NEXO-147-00200,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00200-4,Validada
EVD-00201-1,NEXO-147-00201,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00201-1,Recibida
EVD-00201-2,NEXO-147-00201,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00201-2,Recibida
EVD-00202-1,NEXO-147-00202,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00202-1,Pendiente
EVD-00203-1,NEXO-147-00203,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00203-1,Validada
EVD-00204-1,NEXO-147-00204,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00204-1,Recibida
EVD-00205-1,NEXO-147-00205,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00205-1,Recibida
EVD-00205-2,NEXO-147-00205,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00205-2,Recibida
EVD-00205-3,NEXO-147-00205,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00205-3,Recibida
EVD-00205-4,NEXO-147-00205,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00205-4,Validada
EVD-00206-1,NEXO-147-00206,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00206-1,Pendiente
EVD-00206-2,NEXO-147-00206,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00206-2,Pendiente
EVD-00206-3,NEXO-147-00206,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00206-3,Validada
EVD-00206-4,NEXO-147-00206,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00206-4,Validada
EVD-00207-1,NEXO-147-00207,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00207-1,Recibida
EVD-00207-2,NEXO-147-00207,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00207-2,Recibida
EVD-00207-3,NEXO-147-00207,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00207-3,Validada
EVD-00207-4,NEXO-147-00207,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00207-4,Validada
EVD-00208-1,NEXO-147-00208,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00208-1,Pendiente
EVD-00209-1,NEXO-147-00209,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00209-1,Validada
EVD-00209-2,NEXO-147-00209,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00209-2,Validada
EVD-00209-3,NEXO-147-00209,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00209-3,Pendiente
EVD-00210-1,NEXO-147-00210,Sin evidencia inicial,Evidencia sintética tipo Sin evidencia inicial,SHA256-DEMO-00210-1,Pendiente
EVD-00211-1,NEXO-147-00211,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00211-1,Recibida
EVD-00211-2,NEXO-147-00211,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00211-2,Validada
EVD-00212-1,NEXO-147-00212,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00212-1,Recibida
EVD-00212-2,NEXO-147-00212,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00212-2,Validada
EVD-00213-1,NEXO-147-00213,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00213-1,Validada
EVD-00213-2,NEXO-147-00213,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00213-2,Validada
EVD-00213-3,NEXO-147-00213,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00213-3,Validada
EVD-00214-1,NEXO-147-00214,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00214-1,Recibida
EVD-00214-2,NEXO-147-00214,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00214-2,Recibida
EVD-00215-1,NEXO-147-00215,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00215-1,Recibida
EVD-00216-1,NEXO-147-00216,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00216-1,Validada
EVD-00216-2,NEXO-147-00216,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00216-2,Validada
EVD-00217-1,NEXO-147-00217,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00217-1,Recibida
EVD-00217-2,NEXO-147-00217,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00217-2,Validada
EVD-00217-3,NEXO-147-00217,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00217-3,Pendiente
EVD-00218-1,NEXO-147-00218,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00218-1,Validada
EVD-00219-1,NEXO-147-00219,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00219-1,Validada
EVD-00219-2,NEXO-147-00219,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00219-2,Recibida
EVD-00220-1,NEXO-147-00220,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00220-1,Pendiente
EVD-00221-1,NEXO-147-00221,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00221-1,Validada
EVD-00222-1,NEXO-147-00222,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00222-1,Validada
EVD-00222-2,NEXO-147-00222,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00222-2,Pendiente
EVD-00222-3,NEXO-147-00222,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00222-3,Pendiente
EVD-00223-1,NEXO-147-00223,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00223-1,Pendiente
EVD-00224-1,NEXO-147-00224,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00224-1,Pendiente
EVD-00224-2,NEXO-147-00224,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00224-2,Pendiente
EVD-00225-1,NEXO-147-00225,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00225-1,Validada
EVD-00226-1,NEXO-147-00226,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00226-1,Recibida
EVD-00226-2,NEXO-147-00226,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00226-2,Pendiente
EVD-00226-3,NEXO-147-00226,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00226-3,Recibida
EVD-00226-4,NEXO-147-00226,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00226-4,Recibida
EVD-00227-1,NEXO-147-00227,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00227-1,Pendiente
EVD-00227-2,NEXO-147-00227,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00227-2,Recibida
EVD-00228-1,NEXO-147-00228,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00228-1,Pendiente
EVD-00229-1,NEXO-147-00229,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00229-1,Pendiente
EVD-00229-2,NEXO-147-00229,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00229-2,Validada
EVD-00229-3,NEXO-147-00229,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00229-3,Validada
EVD-00230-1,NEXO-147-00230,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00230-1,Validada
EVD-00231-1,NEXO-147-00231,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00231-1,Pendiente
EVD-00232-1,NEXO-147-00232,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00232-1,Validada
EVD-00232-2,NEXO-147-00232,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00232-2,Pendiente
EVD-00232-3,NEXO-147-00232,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00232-3,Validada
EVD-00233-1,NEXO-147-00233,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00233-1,Pendiente
EVD-00233-2,NEXO-147-00233,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00233-2,Recibida
EVD-00234-1,NEXO-147-00234,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00234-1,Validada
EVD-00235-1,NEXO-147-00235,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00235-1,Recibida
EVD-00235-2,NEXO-147-00235,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00235-2,Pendiente
EVD-00235-3,NEXO-147-00235,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00235-3,Pendiente
EVD-00236-1,NEXO-147-00236,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00236-1,Recibida
EVD-00237-1,NEXO-147-00237,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00237-1,Pendiente
EVD-00237-2,NEXO-147-00237,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00237-2,Pendiente
EVD-00237-3,NEXO-147-00237,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00237-3,Recibida
EVD-00238-1,NEXO-147-00238,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00238-1,Pendiente
EVD-00238-2,NEXO-147-00238,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00238-2,Validada
EVD-00238-3,NEXO-147-00238,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00238-3,Pendiente
EVD-00239-1,NEXO-147-00239,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00239-1,Recibida
EVD-00239-2,NEXO-147-00239,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00239-2,Recibida
EVD-00239-3,NEXO-147-00239,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00239-3,Pendiente
EVD-00239-4,NEXO-147-00239,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00239-4,Validada
EVD-00240-1,NEXO-147-00240,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00240-1,Recibida
EVD-00241-1,NEXO-147-00241,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00241-1,Validada
EVD-00241-2,NEXO-147-00241,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00241-2,Validada
EVD-00241-3,NEXO-147-00241,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00241-3,Pendiente
EVD-00242-1,NEXO-147-00242,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00242-1,Recibida
EVD-00242-2,NEXO-147-00242,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00242-2,Validada
EVD-00243-1,NEXO-147-00243,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00243-1,Validada
EVD-00243-2,NEXO-147-00243,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00243-2,Recibida
EVD-00243-3,NEXO-147-00243,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00243-3,Pendiente
EVD-00244-1,NEXO-147-00244,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00244-1,Pendiente
EVD-00244-2,NEXO-147-00244,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00244-2,Pendiente
EVD-00245-1,NEXO-147-00245,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00245-1,Recibida
EVD-00245-2,NEXO-147-00245,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00245-2,Recibida
EVD-00245-3,NEXO-147-00245,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00245-3,Validada
EVD-00246-1,NEXO-147-00246,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00246-1,Recibida
EVD-00247-1,NEXO-147-00247,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00247-1,Recibida
EVD-00247-2,NEXO-147-00247,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00247-2,Pendiente
EVD-00247-3,NEXO-147-00247,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00247-3,Validada
EVD-00248-1,NEXO-147-00248,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00248-1,Recibida
EVD-00248-2,NEXO-147-00248,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00248-2,Validada
EVD-00248-3,NEXO-147-00248,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00248-3,Validada
EVD-00248-4,NEXO-147-00248,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00248-4,Validada
EVD-00249-1,NEXO-147-00249,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00249-1,Recibida
EVD-00249-2,NEXO-147-00249,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00249-2,Pendiente
EVD-00250-1,NEXO-147-00250,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00250-1,Recibida
EVD-00250-2,NEXO-147-00250,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00250-2,Validada
EVD-00250-3,NEXO-147-00250,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00250-3,Pendiente
EVD-00251-1,NEXO-147-00251,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00251-1,Pendiente
EVD-00251-2,NEXO-147-00251,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00251-2,Recibida
EVD-00252-1,NEXO-147-00252,Sin evidencia inicial,Evidencia sintética tipo Sin evidencia inicial,SHA256-DEMO-00252-1,Pendiente
EVD-00253-1,NEXO-147-00253,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00253-1,Recibida
EVD-00253-2,NEXO-147-00253,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00253-2,Pendiente
EVD-00253-3,NEXO-147-00253,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00253-3,Pendiente
EVD-00254-1,NEXO-147-00254,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00254-1,Recibida
EVD-00254-2,NEXO-147-00254,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00254-2,Recibida
EVD-00254-3,NEXO-147-00254,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00254-3,Recibida
EVD-00255-1,NEXO-147-00255,Sin evidencia inicial,Evidencia sintética tipo Sin evidencia inicial,SHA256-DEMO-00255-1,Validada
EVD-00256-1,NEXO-147-00256,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00256-1,Validada
EVD-00256-2,NEXO-147-00256,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00256-2,Validada
EVD-00256-3,NEXO-147-00256,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00256-3,Pendiente
EVD-00256-4,NEXO-147-00256,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00256-4,Recibida
EVD-00257-1,NEXO-147-00257,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00257-1,Validada
EVD-00257-2,NEXO-147-00257,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00257-2,Recibida
EVD-00258-1,NEXO-147-00258,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00258-1,Validada
EVD-00258-2,NEXO-147-00258,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00258-2,Recibida
EVD-00259-1,NEXO-147-00259,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00259-1,Pendiente
EVD-00259-2,NEXO-147-00259,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00259-2,Validada
EVD-00260-1,NEXO-147-00260,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00260-1,Recibida
EVD-00260-2,NEXO-147-00260,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00260-2,Recibida
EVD-00260-3,NEXO-147-00260,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00260-3,Recibida
EVD-00260-4,NEXO-147-00260,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00260-4,Recibida
EVD-00261-1,NEXO-147-00261,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00261-1,Validada
EVD-00261-2,NEXO-147-00261,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00261-2,Validada
EVD-00261-3,NEXO-147-00261,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00261-3,Pendiente
EVD-00262-1,NEXO-147-00262,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00262-1,Pendiente
EVD-00262-2,NEXO-147-00262,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00262-2,Validada
EVD-00262-3,NEXO-147-00262,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00262-3,Recibida
EVD-00263-1,NEXO-147-00263,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00263-1,Pendiente
EVD-00263-2,NEXO-147-00263,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00263-2,Pendiente
EVD-00263-3,NEXO-147-00263,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00263-3,Pendiente
EVD-00264-1,NEXO-147-00264,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00264-1,Validada
EVD-00264-2,NEXO-147-00264,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00264-2,Recibida
EVD-00264-3,NEXO-147-00264,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00264-3,Pendiente
EVD-00265-1,NEXO-147-00265,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00265-1,Pendiente
EVD-00266-1,NEXO-147-00266,Sin evidencia inicial,Evidencia sintética tipo Sin evidencia inicial,SHA256-DEMO-00266-1,Recibida
EVD-00267-1,NEXO-147-00267,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00267-1,Pendiente
EVD-00268-1,NEXO-147-00268,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00268-1,Pendiente
EVD-00269-1,NEXO-147-00269,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00269-1,Validada
EVD-00270-1,NEXO-147-00270,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00270-1,Validada
EVD-00270-2,NEXO-147-00270,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00270-2,Recibida
EVD-00270-3,NEXO-147-00270,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00270-3,Recibida
EVD-00271-1,NEXO-147-00271,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00271-1,Validada
EVD-00271-2,NEXO-147-00271,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00271-2,Recibida
EVD-00271-3,NEXO-147-00271,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00271-3,Pendiente
EVD-00272-1,NEXO-147-00272,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00272-1,Recibida
EVD-00272-2,NEXO-147-00272,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00272-2,Recibida
EVD-00273-1,NEXO-147-00273,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00273-1,Pendiente
EVD-00273-2,NEXO-147-00273,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00273-2,Validada
EVD-00273-3,NEXO-147-00273,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00273-3,Pendiente
EVD-00274-1,NEXO-147-00274,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00274-1,Pendiente
EVD-00274-2,NEXO-147-00274,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00274-2,Pendiente
EVD-00275-1,NEXO-147-00275,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00275-1,Recibida
EVD-00275-2,NEXO-147-00275,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00275-2,Recibida
EVD-00275-3,NEXO-147-00275,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00275-3,Pendiente
EVD-00276-1,NEXO-147-00276,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00276-1,Pendiente
EVD-00276-2,NEXO-147-00276,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00276-2,Pendiente
EVD-00277-1,NEXO-147-00277,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00277-1,Recibida
EVD-00277-2,NEXO-147-00277,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00277-2,Recibida
EVD-00278-1,NEXO-147-00278,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00278-1,Pendiente
EVD-00278-2,NEXO-147-00278,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00278-2,Pendiente
EVD-00278-3,NEXO-147-00278,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00278-3,Recibida
EVD-00278-4,NEXO-147-00278,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00278-4,Recibida
EVD-00279-1,NEXO-147-00279,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00279-1,Recibida
EVD-00279-2,NEXO-147-00279,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00279-2,Validada
EVD-00279-3,NEXO-147-00279,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00279-3,Pendiente
EVD-00280-1,NEXO-147-00280,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00280-1,Recibida
EVD-00281-1,NEXO-147-00281,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00281-1,Recibida
EVD-00281-2,NEXO-147-00281,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00281-2,Pendiente
EVD-00281-3,NEXO-147-00281,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00281-3,Validada
EVD-00282-1,NEXO-147-00282,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00282-1,Pendiente
EVD-00282-2,NEXO-147-00282,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00282-2,Pendiente
EVD-00283-1,NEXO-147-00283,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00283-1,Pendiente
EVD-00283-2,NEXO-147-00283,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00283-2,Pendiente
EVD-00283-3,NEXO-147-00283,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00283-3,Validada
EVD-00284-1,NEXO-147-00284,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00284-1,Recibida
EVD-00284-2,NEXO-147-00284,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00284-2,Validada
EVD-00284-3,NEXO-147-00284,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00284-3,Validada
EVD-00284-4,NEXO-147-00284,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00284-4,Pendiente
